    
I Do 歐洲主題民宿,時尚獨棟房屋& 4 間臥室,1 房 x 1 晚,NT$,16277,稅金和服務費,NT$,2523,總價,NT$,18800      
I Do 歐洲主題民宿,地中海雙人房,1 房 x 1 晚,NT$,2597,稅金和服務費,NT$,403,總價,NT$,3000      
I Do 歐洲主題民宿,精緻套房,1 房 x 1 晚,NT$,2597,稅金和服務費,NT$,403,總價,NT$,3000      
I Do 歐洲主題民宿,星光大道房,1 房 x 1 晚,NT$,4242,稅金和服務費,NT$,658,總價,NT$,4900      
I Do 歐洲主題民宿,聖誕屋,1 房 x 1 晚,NT$,4242,稅金和服務費,NT$,658,總價,NT$,4900      
IN 居民宿,舒適雙人房-帶陽台,1 房 x 1 晚,NT$,1558,稅金和服務費,NT$,242,總價,NT$,1800      
IN 居民宿,街頭工業雙床房 ,1 房 x 1 晚,NT$,1645,稅金和服務費,NT$,255,總價,NT$,1900      
IN 居民宿,豪華加大床雙人房-帶陽台,1 房 x 1 晚,NT$,1558,稅金和服務費,NT$,242,總價,NT$,1800      
J.T. World 趣旅行,高級大床間& 帶陽台,1 房 x 1 晚,NT$,1716,稅金和服務費,NT$,266,總價,NT$,1982      
J.T. World 趣旅行,高級四人房& 2 張標準雙人床,1 房 x 1 晚,NT$,2582,稅金和服務費,NT$,400,總價,NT$,2982      
J.T. World 趣旅行,豪華雙人房&附陽台 ,1 房 x 1 晚,NT$,1716,稅金和服務費,NT$,266,總價,NT$,1982      
